noun	gender	count
télécentre	m	621
téléchargement	m	4816
télécommande	f	6930
télécommunication	f	3857
téléconférence	f	1050
télécopie	f	4279
télécopieur	m	1578
télédensité	f	627
télédiffusion	f	3043
télédistribution	f	2052
télédétection	f	13548
téléfilm	m	3968
télégramme	m	81120
télégraphe	m	14460
télégraphie	f	5322
télégraphiste	m	857
téléinformatique	f	1332
télématique	f	21856
télémesure	f	510
télémètre	m	1020
télémédecine	f	2424
télémétrie	f	781
téléobjectif	m	867
téléologie	f	18593
téléonomie	f	970
télépathie	f	4932
téléphone	m	136960
téléphonie	f	25360
téléphoniste	f	1032
téléphoniste	m	600
téléphérique	m	2269
téléport	m	1053
téléportation	f	508
téléprésence	f	721
téléradiographie	f	541
téléroman	m	973
téléréalité	f	1183
téléscripteur	m	601
télésiège	m	580
téléspectateur	m	19150
télésurveillance	f	1693
télétexte	m	575
télétransmission	f	1089
télétravail	m	7812
télétravailleur	m	647
téléviseur	m	14314
télévision	f	689984
témoignage	m	406044
témoin	m	222502
téméraire	m	1681
témérité	f	14475
ténacité	f	31798
ténia	m	799
ténor	m	10209
ténosynovite	f	660
ténuité	f	2515
ténèbre	f	6741
ténébreuse	f	540
ténébreux	m	616
tératologie	f	3071
térébenthine	f	1622
tétanie	f	819
tétanos	m	6978
téte	f	3425
tétine	f	3027
téton	m	1450
tétrachlorure	m	662
tétracorde	m	1029
tétracycline	f	1283
tétrade	f	1131
tétragramme	m	1409
tétralogie	f	3588
tétrarchie	f	763
tétraèdre	m	2268
tétée	f	5254
têtard	m	1481
tête	f	2273308
tête	m	13560
têtière	f	787
tôle	f	20543
tôle	m	561
tôlerie	f	1903
u	f	1362
u	m	2975
ubiquité	f	838
ulcère	m	4860
ulcération	f	1882
ultimatum	m	15632
umma	f	2613
unanimisme	m	1537
unanimité	f	7088
une	f	2134
une	m	522
unicité	f	3867
unidad	f	962
unification	f	18008
uniforme	m	19383
uniformisation	f	10350
uniformité	f	7551
unilatéralisme	m	506
union	f	116190
unisson	m	795
unité	f	406058
univers	m	289239
universalisation	f	2315
universalisme	m	7580
universalité	f	13444
universel	m	1312
universidad	f	758
universitaire	f	1431
universitaire	m	12818
université	f	62316
univocité	f	1035
unión	f	759
uomo	m	1893
uppercut	m	535
urbain	m	685
urbanisation	f	16404
urbanisme	m	14289
urbaniste	m	1666
urbanité	f	2689
urgence	f	25180
urine	f	760
urinoir	m	1591
urne	f	9312
urticaire	f	776
usage	m	214499
usager	m	8773
usinage	m	611
usine	f	124202
ustensile	m	2663
usufruit	m	2820
usufruitier	m	728
usure	f	8397
usurier	m	1737
usurpateur	m	5413
usurpation	f	6544
ut	m	650
utilidad	f	548
utilisateur	m	21433
utilisation	f	162663
utilitaire	m	1330
utilitarisme	m	2387
utilité	f	35004
utilización	f	2330
utopie	f	54026
utopisme	m	555
utopiste	m	1884
utopía	f	541
utérus	m	3064
uvéite	f	626
vacance	f	27864
vacancier	m	1504
vacarme	m	29273
vacation	f	3276
vaccin	m	32797
vaccination	f	49126
vaccine	f	5249
vache	f	100568
vacher	m	2328
vacherie	f	1802
vacillation	f	1163
vacillement	m	3129
vacuité	f	28118
vacuole	f	2037
vacuum	m	1682
vade	m	2275
vademecum	m	591
vaet	m	1466
vagabond	m	14473
vagabondage	m	13739
vagabonde	f	641
vagin	m	15801
vaginisme	m	565
vagissement	m	649
vague	f	219963
vague	m	41697
vaguemestre	m	1215
vaillance	f	11754
vaillant	m	7014
vaillante	f	520
vain	m	4846
vaincre	f	3159
vaincre	m	509
vaincu	m	14710
vaine	f	11332
vainqueur	m	51936
vais	m	542
vaisseau	m	73777
vaisselier	m	1524
vaisselle	f	56592
val	f	592
val	m	7679
valence	f	14116
valencien	m	630
valet	m	37060
valetaille	f	1289
valeur	f	2976123
valeur	m	978
valeureux	m	584
valgus	m	764
vali	m	1141
validation	f	70072
valide	f	515
valide	m	516
validez	f	587
validité	f	332011
valiha	f	529
valine	f	798
valise	f	39811
vallee	f	761
vallon	m	18437
vallonnement	m	727
vallée	f	530192
valorisation	f	200243
valproate	m	565
valse	f	29313
valuation	f	1380
valve	f	13314
valvule	f	2124
valvulopathie	f	586
valériane	f	732
vamp	f	1513
vampire	m	15902
vampirisation	f	509
vampirisme	m	2466
van	m	3067
vanadium	m	1501
vancomycine	f	1284
vandale	m	683
vandalisme	m	10133
vanguardia	f	528
vanille	f	12362
vanilline	f	800
vaniteux	m	877
vanité	f	101741
vannage	m	1194
vanne	f	11277
vannerie	f	6782
vannier	m	1130
vantail	m	1944
vantard	m	734
vantardise	f	2884
vapeur	f	88371
vapeur	m	8769
vaporetto	m	621
vaporisateur	m	794
vaporisation	f	3775
var	f	685
vara	f	1038
varan	m	1280
varangue	f	2156
varech	m	1475
vareuse	f	3174
variabilité	f	113113
variable	f	257152
variable	m	878
variance	f	73523
variante	f	122889
variateur	m	945
variation	f	330521
varicelle	f	4083
variedad	f	824
varietas	f	759
varieté	f	548
variogramme	m	949
variole	f	22667
variolisation	f	655
variété	f	349598
varlope	f	695
varroase	f	1227
varus	m	869
vascularisation	f	8529
vascularite	f	1086
vase	f	20607
vase	m	65496
vasectomie	f	1464
vaseline	f	1388
vasistas	m	1881
vasière	f	1546
vasoconstriction	f	4444
vasodilatation	f	4656
vasomotricité	f	661
vasopressine	f	1930
vasque	f	7597
vassal	m	10927
vassalisation	f	1525
vassalité	f	5126
vastitude	f	2140
vaudeville	m	7970
vaudou	m	11427
vaudouisant	m	518
vaurien	m	2350
vautour	m	7463
ve	f	556
ve	m	621
veau	m	26239
vecindad	f	608
vecteur	m	129449
vection	f	725
vectorisation	f	1643
vedettariat	m	2044
vedette	f	54182
veduta	f	671
vega	f	575
veille	f	725867
veille	m	863
veilleur	m	7143
veilleuse	f	6037
veillée	f	34891
veinard	m	678
veine	f	68654
velléitaire	m	661
velléité	f	5198
velocidad	f	517
velours	m	12128
velouté	m	2404
velum	m	600
venaison	f	1529
vendange	f	13340
venderesse	f	652
vendetta	f	10016
vendeur	m	110092
vendeuse	f	12153
vendredi	m	99939
vendredy	m	527
venelle	f	2238
veneur	m	868
venganza	f	612
vengeance	f	113980
venger	f	637
venger	m	691
vengeur	m	3458
venin	m	13833
vent	m	529281
venta	f	1723
ventaja	f	529
ventana	f	890
vente	f	699048
ventilateur	m	8906
ventilation	f	65450
ventouse	f	2022
ventre	m	176806
ventricule	m	7167
ventriloque	m	1112
ventriloquie	f	553
venue	f	181560
ver	f	651
ver	m	29520
vera	f	828
verbal	m	6324
verbalisation	f	13566
verbalisme	m	2424
verbalité	f	679
verbe	m	371330
verbiage	m	3714
verbo	m	699
verbosité	f	845
verbum	m	673
verdad	f	5637
verdadera	f	1024
verdeur	f	5175
verdict	m	63665
verdissement	m	657
verdure	f	21604
verge	f	16972
vergence	f	670
verger	m	26397
verglas	m	3432
vergogne	f	509
vergue	f	3131
veritas	f	619
verite	f	1225
verità	f	1943
verité	f	9967
verjus	m	512
verlan	m	2526
vermeil	m	680
vermiculite	f	796
vermillon	m	1448
vermine	f	12397
vermouth	m	559
vernaculaire	m	3369
vernalisation	f	537
vernis	m	21072
vernissage	m	4916
verrai	f	767
verrai	m	679
verras	f	690
verras	m	1203
verrat	m	1239
verre	m	213688
verrerie	f	17435
verrier	m	2207
verrière	f	14314
verrons	m	10292
verroterie	f	1686
verrou	m	18170
verrouillage	m	7834
verrue	f	2680
versant	m	94800
versatilité	f	7615
verse	f	4945
versement	m	104658
verset	m	43066
versificateur	m	793
versification	f	15636
version	f	650401
versión	f	1394
verso	m	8187
versoir	m	869
vert	m	60350
verte	f	3946
vertex	m	699
vertical	m	1878
verticale	f	2121
verticalisation	f	2141
verticalisme	m	555
verticalité	f	25350
vertige	m	67545
vertu	f	431104
vertueux	m	2418
vertèbre	f	7026
vertébré	m	977
verve	f	25289
verveine	f	1733
vesce	f	966
vessie	f	29158
vestale	f	1977
veste	f	39285
vestiaire	m	7845
vestibule	m	30876
vestige	m	15234
veston	m	4931
veto	m	23869
veue	f	2058
veuf	m	9412
veuilles	m	1309
veulerie	f	5001
veuvage	m	10474
veuve	f	153599
veux	f	2413
veux	m	5821
veuë	f	1038
vexation	f	2594
vez	f	5540
via	f	9599
viabilisation	f	2382
viabilité	f	60445
viaduc	m	8417
viager	m	812
viaje	m	1025
viande	f	259136
viatique	m	6514
vibrant	m	852
vibrante	f	677
vibraphone	m	731
vibrateur	m	675
vibration	f	32035
vibrato	m	2139
vibreur	m	560
vibrion	m	965
vic	f	693
vicaire	m	33179
vicairie	f	752
vicariance	f	631
vicariat	m	5727
vice	f	2731
vice	m	86082
viceamiral	m	527
viceconsul	m	522
viceministre	m	682
viceprésidence	f	1776
viceprésident	m	6052
viceroi	m	808
viceroyauté	f	535
vichysme	m	666
vicieux	m	1205
vicissitude	f	1848
vicomte	f	953
vicomte	m	34721
vicomtesse	f	5453
vicomté	f	7484
victimation	f	2330
victime	f	449242
victimisation	f	9137
victimologie	f	2605
victoire	f	714436
victoria	f	1009
victorieux	m	714
vicus	m	2234
vida	f	28254
vida	m	691
vidage	m	1440
vidame	m	980
vidange	f	11855
vide	f	2517
vide	m	407759
video	f	733
videur	m	619
vidimus	m	591
viduité	f	980
vidéaste	m	515
vidéo	f	60593
vidéo	m	2620
vidéocassette	f	1883
vidéoconférence	f	1551
vidéodisque	m	3339
vidéogramme	m	1162
vidéographie	f	537
vidéosphère	f	787
vidéosurveillance	f	2351
vidéotex	m	2178
vidéothèque	f	2240
vie	f	9354700
vie	m	6516
vieil	m	123919
vieillard	m	102720
vieillarde	f	572
vieillerie	f	1378
vieillesse	f	125167
vieillissement	m	103099
vieja	f	603
viel	m	594
vielle	f	5621
vierge	f	38799
vierge	m	1649
vietnamien	m	2741
vietnamienne	f	536
vietnamisation	f	630
vieux	m	85438
vif	m	52718
vigie	f	4215
vigilance	f	108325
vigile	f	2364
vigile	m	2803
vigne	f	142926
vigneron	m	11152
vignette	f	22151
vignoble	m	32071
vigogne	f	520
vigoureux	m	754
viguerie	f	3638
vigueur	f	118354
viguier	m	2291
vih	m	1004
vil	f	580
vil	m	4273
vila	f	1575
vilain	m	10796
vilaine	f	903
vilayet	m	2446
vile	f	1352
vilebrequin	m	1054
vilenie	f	2885
villa	f	133990
village	m	681174
villageois	m	8567
villageoise	f	1892
villagisation	f	1172
ville	f	4598522
ville	m	2142
villecentre	f	679
villes	f	606
villégiature	f	6015
vin	m	280758
vinaigre	m	11183
vinaigrette	f	1689
vinasse	f	747
vinculum	m	1091
vindicte	f	21733
vingtaine	f	382236
vingtième	f	1068
vingtième	m	7760
vinification	f	8252
vinyle	m	641
vio	f	957
viol	m	64735
viola	f	831
violateur	m	588
violation	f	215331
viole	f	6120
violence	f	1284666
violencia	f	3577
violent	f	529
violent	m	2842
violente	f	1436
violet	m	7909
violette	f	5067
violeur	m	4927
violon	m	30491
violoncelle	m	7356
violoncelliste	m	2039
violoneux	m	1208
violoniste	f	1329
violoniste	m	8150
vipère	f	8900
vir	m	798
virage	m	45261
virago	f	930
vire	f	706
virement	m	8011
virginité	f	43652
virgule	f	25962
virilisation	f	1000
virilité	f	33744
virole	f	2162
virologie	f	1513
virose	f	767
virtu	f	620
virtualisation	f	3669
virtualité	f	18347
virtud	f	1107
virtuel	m	15454
virtuose	f	884
virtuose	m	8577
virtuosité	f	29487
virtus	f	2524
virtù	f	4348
virulence	f	26013
virus	m	102955
virée	f	3402
virémie	f	1264
vis	f	29005
vis	m	16176
visa	m	53380
visage	m	670641
visages	m	766
viscosité	f	26696
viscoélasticité	f	536
viscère	m	1084
viseur	m	5050
visibilisation	f	722
visibilité	f	86760
visible	m	5452
visioconférence	f	1676
vision	f	1386272
vision	m	514
visionnage	m	1598
visionnaire	f	1285
visionnaire	m	13215
visionnement	m	2389
visionneuse	f	844
visiophone	m	661
visita	f	1696
visitation	f	1358
visite	f	547570
visite	m	2083
visiteur	m	87196
visiteuse	f	4815
visière	f	5309
visión	f	2052
vison	f	1289
vison	m	1454
visqueux	m	759
vissage	m	1090
visse	f	691
vista	f	3044
visualisation	f	27183
visualité	f	1767
visuel	m	12702
visée	f	131343
vita	f	8366
vital	m	1599
vitalisme	m	6925
vitalité	f	119832
vitamine	f	23464
vitellogenèse	f	937
vitellus	m	574
vitesse	f	541197
viticulteur	m	3820
viticulture	f	29933
vitrage	m	4799
vitrail	m	20163
vitre	f	67526
vitrectomie	f	512
vitrerie	f	1108
vitrier	m	1677
vitrification	f	1637
vitrine	f	55334
vitriol	m	2019
vitré	m	827
vitupération	f	593
viuda	f	615
vivace	m	1114
vivacité	f	52882
vivant	m	21452
viveur	m	758
vivienda	f	1381
vivier	m	21090
vivification	f	982
vivisection	f	3181
vivons	f	1089
vivons	m	572
vivrier	m	858
vizir	m	5828
vièle	f	1778
vo	f	759
vo	m	506
vocable	m	74942
vocabulaire	m	301314
vocalisation	f	4273
vocalise	f	1484
vocalisme	m	2060
vocalité	f	2179
vocatif	m	2663
vocation	f	286843
voce	f	1287
vocifération	f	841
vodka	f	8288
vodou	m	4724
vodu	m	940
vodun	m	642
voeu	m	21163
vogue	f	42854
voi	f	681
voie	f	1622320
voie	m	5282
voierie	f	1534
voilage	m	776
voile	f	45652
voile	m	172136
voilement	m	2593
voilette	f	2446
voilier	m	12286
voilure	f	9029
voirie	f	49829
vois	f	10263
vois	m	6643
voisement	m	776
voisin	m	73867
voisinage	m	96905
voiture	f	465676
voiturette	f	1134
voiturier	m	3698
voix	f	1295978
voix	m	580
vol	m	211218
volaille	f	24437
volant	m	27581
volatile	m	2039
volatilisation	f	2371
volatilité	f	34542
volcan	m	29240
volcanisme	m	7016
volcanologie	f	674
vole	f	2568
vole	m	1029
volet	m	122877
voleur	m	51066
voleuse	f	3513
volition	f	5809
volière	f	5081
volley	m	2179
volontaire	f	1000
volontaire	m	10868
volontariat	m	13376
volontarisme	m	23287
volonte	f	2115
volonté	f	2327368
volonté	m	558
volt	m	797
voltage	m	2211
volte	f	8663
volte	m	617
voltige	f	1946
voltigeur	m	808
voltmètre	m	1240
volubilité	f	2836
volume	m	645715
volumen	m	1320
volumes	m	794
volumétrie	f	3292
voluntad	f	2683
volunté	f	640
volupté	f	43259
volute	f	3713
volé	m	637
volée	f	24990
volémie	f	1891
vomi	m	1110
vomissement	m	3528
vomissure	f	573
voracité	f	7264
vortex	m	1840
vorticité	f	1461
vostre	f	626
votación	f	516
votant	m	529
votation	f	7496
vote	f	925
vote	m	398401
votre	f	1188
votre	m	753
voudrais	m	723
voudras	m	553
voue	f	587
vouivre	f	691
voulais	f	681
voulais	m	650
voussure	f	3167
voute	f	1075
vouvoiement	m	2749
vox	f	798
voyage	m	590836
voyageur	m	132351
voyageuse	f	5085
voyagiste	m	1318
voyais	f	3983
voyais	m	1835
voyance	f	8253
voyant	m	8343
voyante	f	1584
voye	f	3288
voyelle	f	60063
voyer	m	624
voyeur	m	6161
voyeurisme	m	6641
voyons	f	3047
voyons	m	1633
voyou	m	7679
voz	f	3933
voïvode	m	1651
voïvodie	f	2265
voïévode	m	535
voûte	f	105671
voûtement	m	2139
vrac	m	1229
vraisemblance	f	48589
vraye	f	818
vrille	f	2667
vrombissement	m	4614
vue	f	585786
vue	m	634
vuelta	f	1255
vuide	m	1421
vulcanisation	f	758
vulgaire	f	931
vulgaire	m	12995
vulgarisateur	m	4230
vulgarisation	f	62491
vulgarité	f	22817
vulgate	f	19861
vulgum	m	658
vulnérabilité	f	69461
vulve	f	10747
vécu	m	124356
végétal	m	17701
végétalisation	f	850
végétarisme	m	2138
végétation	f	179993
véhicule	f	939
véhicule	m	157015
véhémence	f	14685
vélaire	f	723
vélin	m	1068
vélo	m	25430
vélocipède	m	933
vélocipédie	f	820
vélocité	f	5529
vélodrome	m	1664
vélomoteur	m	1422
vélum	m	956
vénalité	f	21161
vénerie	f	3661
vénitien	m	1232
vénérable	f	1017
vénérable	m	3546
vénération	f	36641
vénéré	m	936
véracité	f	57422
véraison	f	1859
véranda	f	22002
vérandah	f	567
vérapamil	m	539
véridicité	f	3273
véridiction	f	2490
vérifiabilité	f	873
vérificateur	m	8258
vérification	f	155421
vérin	m	2561
vérisme	m	1434
vérité	f	1903851
vérole	f	4161
véronique	f	548
vésicule	f	12823
vétille	f	830
vétiver	m	508
véto	m	921
vétusté	f	12832
vétéran	m	9470
vétérinaire	f	511
vétérinaire	m	17632
vêlage	m	1865
vêtement	m	94338
vêture	f	3444
vía	f	836
vîmes	m	532
vôtre	f	38892
vôtre	m	27323
vœu	m	118161
vœux	m	613
w	f	699
w	m	1363
wadi	m	655
wagnérisme	m	1051
wagon	m	35938
wagonnet	m	1389
wahhabisme	m	2395
wali	m	3238
walkman	m	1316
wallon	m	2635
wampum	m	501
waqf	m	1450
warfarine	f	547
warrant	m	1726
water	m	752
watt	m	509
web	m	12584
webcam	f	1040
week	m	8985
weekend	m	3652
welfare	m	1255
western	m	9022
wharf	m	2059
whip	m	1234
whisky	m	12911
whist	m	616
widget	m	1473
wigwam	m	536
wilaya	f	21505
wilderness	f	1013
willaya	f	816
wilâya	f	707
wolof	m	9193
won	m	578
workfare	m	920
x	m	1594
xylographie	f	2138
xylophone	m	1872
xénon	m	669
xénophobie	f	42444
xénotransplantation	f	514
yacht	m	7029
yachting	m	560
yaourt	m	4622
yechiva	f	1167
yen	m	7974
yeshiva	f	1578
yeshivah	f	599
yiddish	m	13602
yod	m	1082
yoga	m	9027
yogi	m	1772
yogin	m	731
yogourt	m	614
yole	f	1530
yoruba	m	1080
yourte	f	2537
youyou	m	741
yuan	m	1542
z	m	1454
zadruga	f	735
zafra	f	883
zakat	f	2448
zakât	f	1574
zaouia	f	3618
zaouïa	f	3224
zapatisme	m	689
zapping	m	2185
zarzuela	f	1595
zawiya	f	2193
zaïre	m	558
zaïrianisation	f	1436
zele	m	905
zen	m	3438
zeppelin	m	549
zeste	m	7374
zibeline	f	504
zidovudine	f	623
zig	m	543
ziggourat	f	753
ziggurat	f	504
zigzag	m	1883
zinc	m	16677
zircon	m	750
zircone	f	1637
zirconium	m	1097
zizanie	f	6337
zizi	m	959
zloty	m	771
zodiaque	m	4252
zombi	m	2369
zombie	m	1906
zombification	f	1460
zona	f	5330
zona	m	1885
zonage	m	12388
zonalité	f	708
zonation	f	3908
zone	f	1850528
zone	m	1460
zoning	m	1370
zoo	m	6113
zoologie	f	13032
zoologiste	m	2215
zoologue	m	773
zoom	m	8049
zoonose	f	585
zoophilie	f	1392
zooplancton	m	2341
zootechnie	f	2148
zoothérapie	f	532
zoroastrisme	m	1217
zouave	m	2061
zouk	m	906
zoulou	m	525
zygote	m	1825
zâwiya	f	1067
zèbre	m	2495
zèle	m	74914
zébu	m	2661
zélateur	m	1261
zélé	m	2022
zénith	m	3618
zéolithe	f	1576
zéphyr	m	1088
zéro	m	17030
âge	m	132389
âme	f	154101
âne	m	27995
ânerie	f	685
ânesse	f	1698
ânon	m	661
âpreté	f	2150
âtre	m	875
ère	f	68204
é	f	630
é	m	1025
ébauche	f	27895
éblouissement	m	5414
éboulement	m	2933
éboulis	m	1688
ébranlement	m	6798
ébullition	f	986
ébéniste	m	1331
écaille	f	1663
écart	m	107316
écartement	m	2788
écarteur	m	905
écartèlement	m	1460
échafaud	m	2251
échafaudage	m	6953
échalas	m	572
échancrure	f	2383
échange	m	166483
échangeur	m	4636
échantillon	m	178658
échantillonnage	m	16498
échappatoire	f	7633
échappatoire	m	686
échappement	m	1300
échappée	f	6214
écharde	f	1904
écharpe	f	10416
échauffement	m	3570
échauffourée	f	1860
échec	m	196211
échelle	f	183359
échelon	m	19831
échelonnement	m	2434
écheveau	m	5645
échevin	m	1964
échine	f	560
échiquier	m	6689
écho	m	111092
échocardiographie	f	516
échographie	f	5720
échoppe	f	2853
échéance	f	13992
échéancier	m	6091
éclaboussure	f	596
éclair	m	44703
éclairage	m	94378
éclaircie	f	4722
éclaircissement	m	6582
éclairement	m	2246
éclaireur	m	1617
éclat	m	56734
éclatant	m	767
éclatante	f	830
éclatement	m	20019
éclectisme	m	5118
éclipse	f	15839
écloserie	f	620
éclosion	f	3129
écluse	f	3870
éco	f	798
éco	m	1194
école	f	334442
écolier	m	6987
écolière	f	1476
écologie	f	10230
écologisme	m	511
écologiste	m	1739
écomusée	m	925
économe	m	1259
économie	f	416966
économique	f	1209
économique	m	866
économisme	m	1556
économiste	f	562
économiste	m	20848
écorce	f	4478
écorchure	f	599
écorché	m	1773
écosystème	m	13848
écotaxe	f	528
écoulement	m	23746
écoute	f	29405
écouteur	m	1014
écouvillon	m	517
écran	m	69013
écrasement	m	3318
écrevisse	f	1045
écrin	m	6439
écriteau	m	6134
écritoire	f	906
écritoire	m	501
écriture	f	176284
écrivain	m	174988
écrivaine	f	2159
écrou	m	1495
écroulement	m	2362
écrémage	m	656
écu	m	10341
écueil	m	6244
écuelle	f	4435
écume	f	3133
écumoire	f	941
écureuil	m	3978
écurie	f	7698
écusson	m	3907
écuyer	m	3451
écœurement	m	637
éd	m	1234
éden	m	1327
édicule	m	1626
édification	f	1792
édifice	m	69641
édile	m	690
édit	m	19794
éditeur	m	45499
édition	f	100607
édition	m	705
éditorial	m	21402
éditorialiste	m	2457
édredon	m	1680
éducateur	m	11865
éducation	f	156338
éducatrice	f	3569
égal	m	1351
égale	f	3466
égalisation	f	4814
égalitarisme	m	3727
égalité	f	54929
égard	m	4306
égarement	m	3243
égaré	m	549
église	f	112762
églogue	f	512
égocentrisme	m	1634
égout	m	4286
égoïsme	m	6823
égoïste	m	1880
égratignure	f	2262
égyptologue	m	513
égérie	f	539
éjaculation	f	1438
élaboration	f	33360
élagage	m	1143
élan	m	66273
élancement	m	927
élargissement	m	70925
élasticité	f	10964
élastique	m	3204
élastomère	m	727
électeur	m	10620
élection	f	71285
électoral	m	1121
électorat	m	15116
électricien	m	2164
électricité	f	1661
électro	m	1314
électrocardiogramme	m	1666
électrochoc	m	2523
électrode	f	8160
électrolyte	m	1282
électron	m	16881
électronique	f	1270
électrophone	m	719
électrophorèse	f	785
élement	m	549
élevage	m	21757
éleveur	m	7009
élimination	f	10704
élision	f	743
élite	f	109920
élitisme	m	2562
élixir	m	2077
élocution	f	1709
éloge	m	29564
éloignement	m	15540
élongation	f	1305
éloquence	f	9925
élucidation	f	6140
élucubration	f	618
élude	f	1744
élue	f	1474
élève	f	11169
élève	m	83282
élé	m	510
élégance	f	13331
élégant	m	3715
élégante	f	2808
élégie	f	2682
élément	m	789783
élémentaire	f	1264
élémentaire	m	647
éléphant	m	16584
élévateur	m	959
élévation	f	49329
émail	m	1574
émanation	f	18344
émancipation	f	15643
émeraude	f	1326
émergence	f	7148
émerveillement	m	3824
